"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"296","SMC06216","SMC06216_06032014_BMI_RWB_1","6/3/14",1.01195761,0.75381748,0.88288755,34.27407,-118.31518,-2,-0.0717,-0.0655,-1,0,23.364,-1,-0.0408,-1,1.10015,5e-05,-1,-1,-0.07145,-0.5336,-1
"297","SMC06298","SMC06298_07172012_BMI_RWB_1","7/17/12",1.09576459,0.93637956,1.01607207,32.91213,-116.57126,0,-0.008,-0.014,0,NA,NA,NA,-0.0924,0.5,0.10155,0.00035,-0.5,-0.5,1e-04,0.36775,0
"298","SMC06302","SMC06302_06282012_BMI_RWB_1","6/28/12",0.71737683,0.45126926,0.58432304,33.86699,-117.85366,-28.5,0.0313,0.1174,-17.5,2,166.5097,-61,123.0032,-60.5,100.26785,0,37.5,66.5,0,-7.5182,-24.5
"299","SMC06356","SMC06356_06102013_BMI_RWB_1","6/10/13",1.01777753,0.65427375,0.83602564,34.20156,-118.91158,49,-0.0217,-0.0933,-150,NA,NA,NA,116.36795,9.5,85.23775,-0.05025,14,31.5,-0.2008,-1.17855,-20.5
"300","SMC06467","SMC06467_06282010_BMI_RWB_1","6/28/10",0.89201126,0.80809113,0.8500512,33.79118,-117.71782,0,-0.00035,-0.00055,0,NA,NA,NA,0.01385,0,0.0289,0,0,0,0.0034,-0.00035,0
"301","SMC06740","SMC06740_06102013_BMI_RWB_1","6/10/13",0.63452129,0.48732614,0.56092371,34.1807,-118.87436,-0.5,0.00995,-2.35385,-10,10,-0.8715,-27,32.91265,-49.5,11.0326,0,42.5,56.5,0,-0.1622,-14
"302","SMC06794","SMC06794_07182012_BMI_RWB_1","7/18/12",0.89715477,1.01150568,0.95433022,32.83039,-116.64687,-3.5,0.02575,0.0109,-0.5,NA,NA,NA,-0.01525,-0.5,-0.15865,1e-04,0,2,7e-04,-0.7938,-2
"303","SMC06863","SMC06863_07212011_BMI_RWB_1","7/21/11",1.16297591,0.87280097,1.01788844,34.49417,-119.30534,0,-0.00435,-0.0075,0,0,0.64215,0,0.08545,0,0.0081,0,0,0,-0.00025,-0.0087,0
"304","SMC06918","SMC06918_07162012_BMI_RWB_1","7/16/12",0.78255939,0.46101567,0.62178753,32.78184,-117.184,-93.5,-0.08085,-0.1243,35,NA,NA,NA,64.0825,-7,61.08615,-0.0286,41.5,68,-0.0293,-0.035,-31
"305","SMC06926","SMC06926_07012009_BMI_RWB_1","7/1/09",0.89956908,0.58483,0.74219954,34.04799,-118.51137,-0.5,0,0,0,NA,NA,NA,2.34605,0.5,4.6773,-5e-05,0,0.5,0,0,-2
"306","SMC07126","SMC07126_07122012_BMI_RWB_1","7/12/12",0.51117244,0.32405288,0.41761266,32.84359,-117.03457,-45,0,0.71,8.5,NA,NA,NA,150.565,-24,70.5662,-0.174,35,55.5,-0.23,-0.345,-71
"307","SMC08094","SMC08094_06282012_BMI_RWB_1","6/28/12",0.60391094,0.3812226,0.49256677,33.81951,-117.8536,-55.5,-0.1405,-0.2484,28,NA,NA,NA,28.4295,-4.5,20.9455,-0.01595,-2,1,-0.1063,-0.1095,-77
"308","SMC08150","SMC08150_07082014_BMI_RWB_1","7/8/14",0.91333628,0.58867072,0.7510035,32.83731,-117.01975,102,-1.01755,-122.3989,-181,1,-732.4539,-7,307.8542,-2,221.46075,-0.0082,90.5,20.5,-0.6495,0.2425,-20.5
"309","SMC08655","SMC08655_06212012_BMI_RWB_1","6/21/12",1.19972201,1.00765144,1.10368672,34.50823,-119.28406,0,-0.0062,-0.0068,0,0,0.3476,0,0.18255,0,-0.04475,0,0,0,7e-04,-0.01045,0
"310","SMC08766","SMC08766_07102018_BMI_RWB_MCM_1","7/10/18",0.38473677,0.24770822,0.3162225,33.90192,-118.10859,-63,-6.7046,-10.2871,-190,NA,NA,NA,1296.3388,-86,855.78085,-0.00585,0,53,-3.0071,-6.8273,-22
"311","SMC08845","SMC08845_05302014_BMI_RWB_1","5/30/14",0.2568856,0.55805589,0.40747074,33.87309,-117.21355,-9,0,0.009,-5,NA,NA,NA,0,-20,0.0721,-0.0807,-1,-7,0.009,0.398,-11
"312","SMC09118","SMC09118_05222013_BMI_RWB_MCM_1","5/22/13",0.38244883,0.39093934,0.38669408,33.80876,-117.86259,-55,-0.2159,-0.36195,28,NA,NA,NA,43.3867,-4,32.383,-0.0263,26,12,-0.1542,-0.092,-16
"313","SMC09286","SMC09286_06092010_BMI_RWB_1","6/9/10",0.62590045,0.54050347,0.58320196,32.78194,-117.11419,-77,-1.64515,-4.55615,-222,NA,NA,NA,432.81425,-3,244.5816,-0.0275,76,63,-0.545,-0.6792,-27.5
"314","SMC09325","SMC09325_06212012_BMI_RWB_1","6/21/12",0.99311819,0.5500631,0.77159064,33.56252,-117.12886,-6,0,0,1,NA,NA,NA,9.8779,1,2.678,0,73,5,0,0,-5
"315","SMC09503","SMC09503_06042012_BMI_RWB_1","6/4/12",1.17402996,0.70730241,0.94066618,34.49757,-119.33913,0,-0.00095,-0.0014,0,NA,NA,NA,-0.00085,0,-0.0085,0,0,0,0.00855,0.00865,0
"316","SMC09534","SMC09534_07102018_BMI_RWB_MCM_1","7/10/18",0.48636422,0.36012937,0.4232468,33.83832,-118.09487,72.5,-0.58125,-6.36695,48,NA,NA,NA,1735.32845,76,822.0335,-0.05565,106.5,63,-2.48805,-2.4061,-10
"317","SMC10685","SMC10685_07012010_BMI_RWB_MCM_1","7/1/10",1.05510669,0.58532046,0.82021357,34.01879,-117.36873,-43,0,2.5744,39,NA,NA,NA,518.5117,-27,633.9959,-0.1776,-17.5,6.5,-0.2641,5.37195,-20
"318","SMC11343","SMC11343_06042012_BMI_RWB_1","6/4/12",0.97940779,0.73188399,0.85564589,34.3728,-119.30859,-0.5,0.5532,0.6416,-4,-5,89.2908,0,11.66355,-3,26.1395,-0.0763,0,0,0.031,0.6879,-1
"319","SMC11384","SMC11384_06282011_BMI_RWB_1","6/28/11",1.25414379,1.09045967,1.17230173,34.09552,-118.66521,-54,0,0.2746,-53,NA,NA,NA,0.2118,-57,-1.1226,-0.7424,-1,21,-0.2249,-0.6958,-31
"320","SMC11727","SMC11727_06092010_BMI_RWB_1","6/9/10",1.23885108,0.69854011,0.9686956,34.47857,-119.29339,0,-0.0122,-0.0151,0,0.5,1.4848,0,-0.0497,0,0.2032,0,0,0,0.0079,-0.0193,0
"321","SMC12814","SMC12814_07222011_BMI_RWB_1","7/22/11",0.85939374,0.84116913,0.85028143,34.04892,-118.84641,-55,0,0.3418,-53,NA,NA,NA,0.0458,-56,0.2293,-0.6963,0,-5,-0.23,-0.7,-33
"322","SMC12862","SMC12862_06272011_BMI_RWB_1","6/27/11",0.38473878,0.38067881,0.3827088,33.92148,-118.11149,-72.5,-4.8278,-9.5439,39.5,NA,NA,NA,684.9892,22,599.9777,-0.0222,0,39,-3.2879,-1.9115,-26
"323","SMC13062","SMC13062_07232013_BMI_RWB_1","7/23/13",0.6730461,0.42617241,0.54960926,32.7755,-117.19557,-90,-0.1173,-0.1346,34,NA,NA,NA,71.3533,-1,71.8344,-0.0465,47,68,-0.029,-0.002,-21
"324","SMC13214","SMC13214_05222013_BMI_RWB_MCM_1","5/22/13",0.50994226,0.39927356,0.45460791,33.80453,-117.87242,-73,0.3805,256.6344,43,NA,NA,NA,1637.1189,43,1756.964,0.0394,-1,4,0.4743,294.2134,-5
"325","SMC13599","SMC13599_06042012_BMI_RWB_1","6/4/12",1.11527261,0.81400728,0.96463994,34.49889,-119.34172,0,-0.00065,-0.0016,0,NA,NA,NA,-0.00055,0,-0.0081,0,0,0,0.00785,0.0029,0
"326","SMC13630","SMC13630_06212012_BMI_RWB_1","6/21/12",0.77016709,0.47040609,0.62028659,33.86119,-118.10351,130,0.0852,0.4961,-155,NA,NA,NA,1280.8167,-11,408.76105,-0.0478,105,69.5,-1.12115,-11.2051,-15.5
"327","SMC14099","SMC14099_06132013_BMI_RWB_1","6/13/13",0.77772298,0.35978577,0.56875438,33.62772,-117.73558,-14,0.0049,0.0858,-27.5,NA,NA,NA,32.59765,-67.5,8.13425,0,53,74,0,-1.0674,-18
"328","SMC15678","SMC15678_06252013_BMI_RWB_1","6/25/13",0.24551089,0.20101656,0.22326372,33.80989,-118.09075,177,0.3737,0.4608,-274,NA,NA,NA,1736.2914,87,502.52545,-0.0605,138.5,82,-0.4361,-0.0196,-11
"329","SMC16446","SMC16446_06212012_BMI_RWB_1","6/21/12",0.97485814,0.72786163,0.85135989,34.41319,-119.27282,-3,-0.0393,-0.03985,-27,NA,NA,NA,14.788,-10,13.29065,0,0,0,-0.0187,0.0295,-0.5
"330","SMC16832","SMC16832_07102018_BMI_RWB_MCM_1","7/10/18",0.38458256,0.22569987,0.30514122,33.88444,-118.10855,-11,-2.26015,-3.51475,-3,NA,NA,NA,1289.976,26,1005.8529,-0.0414,48,51,-1.8246,-6.5027,-20
"331","SMC16980","SMC16980_07062011_BMI_RWB_1","7/6/11",1.14441275,0.93237563,1.03839419,34.43268,-119.24974,10,0.00795,0.05405,-1.5,NA,NA,NA,10.2146,-2,19.5022,0,0,1,-0.0242,0.0141,-1
"332","SMC18545","SMC18545_06252013_BMI_RWB_1","6/25/13",1.09317744,0.57993177,0.8365546,34.48452,-119.30834,0,-0.00335,-0.0049,0,0,0.0686,0,-0.03235,0,0.0213,0,0,0,-0.0011,0.0022,0
"333","SMC19809","SMC19809_06252013_BMI_RWB_1","6/25/13",1.29529466,0.71806876,1.00668171,34.50141,-119.3531,0,-0.00055,-0.00085,0,NA,NA,NA,-0.0026,0,-0.0068,0,0,0,0.0069,0.00705,0
"334","SMC19945","SMC19945_06252013_BMI_RWB_1","6/25/13",1.10091815,0.93162723,1.01627269,34.50486,-119.28186,0,-0.0051,-0.0154,0,0,0.458,0,0.1751,0,-0.0335,0,0,0,-0.0011,-0.0087,0
"335","SMC20032","SMC20032_06182010_BMI_RWB_1","6/18/10",0.25638837,0.32171354,0.28905096,33.87664,-118.10774,14,-1.45345,-1.84625,-53,NA,NA,NA,1414.2943,-52,870.59695,-0.0436,53.5,51,-1.1628,-7.9217,-3
"336","SMC20994","SMC20994_06172013_BMI_RWB_1","6/17/13",0.78684234,0.43018938,0.60851586,34.03639,-118.51129,-33,0,0.1259,-12,NA,NA,NA,4.1058,-81,1.4904,-0.02185,9,38,-0.23,-2.0022,-22
"337","SMC21796","SMC21796_06142013_BMI_RWB_1","6/14/13",0.61506606,0.46288418,0.53897512,33.99108,-118.40916,-42,0.5258,1.5423,-18,-31,683.5935,-25,1068.70875,-70,828.9968,0,44,79.5,-2.9805,-34.07005,-28.5
"338","SMC21822","SMC21822_06212010_BMI_RWB_1","6/21/10",1.00726819,0.60693452,0.80710135,33.87234,-117.70876,-4,0.1316,240.6021,69,7,1740.9871,-12,1478.62325,75.5,1838.2307,0.03145,-13,6,0.0718,110.05595,-49
"339","SMC24222","SMC24222_06212010_BMI_RWB_1","6/21/10",0.89251612,0.57056767,0.7315419,33.87151,-117.71724,-4,0.1446,260.5718,55.5,NA,NA,NA,1176.41305,55.5,1361.1934,0.0336,0,22,6.23085,211.4014,-6
"340","SMC29064","SMC29064_06252012_BMI_RWB_1","6/25/12",0.86727105,0.91711734,0.89219419,33.79564,-116.7426,-1,0,0,-4,NA,NA,NA,-0.0089,-4,0,0,0,0,0,0,0
"341","SMC32897","SMC32897_05152014_BMI_RWB_1","5/15/14",0.38870889,0.40627221,0.39749055,33.86921,-117.21318,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","SMC34888","SMC34888_06242010_BMI_RWB_1","6/24/10",1.10641874,0.69659429,0.90150652,33.77386,-117.68432,0,0.0225,0.0236,-2,0,-12.7322,-20,-0.1115,-1,0.28035,0,-1,-0.5,0,0.3664,0
"343","SMC35837","SMC35837_06252012_BMI_RWB_1","6/25/12",0.49493697,0.77382652,0.63438174,33.7364,-116.8261,1,-0.0193,-0.0137,0,NA,NA,NA,1.2948,0,2.3273,0,0,0,-0.0254,-0.0172,-1
"344","SMC40887","SMC40887_06122013_BMI_RWB_1","6/12/13",1.25124773,0.87814381,1.06469577,33.76317,-117.46378,0,-0.2206,0.6163,-275,NA,NA,NA,481.849,-25,217.18665,4e-04,-1,11.5,-3.2352,-4.7627,-34
"345","SMCR8_007","SMCR8_007_06222006_BMI_RWB_1","6/22/06",0.42581508,0.741828,0.58382154,34.0952,-116.96447,0,-0.0022,-0.006,0,NA,NA,NA,-0.0117,0,-0.0118,0,0,0,-0.0064,-0.0197,0
"346","SMCR8_011","SMCR8_011_06152006_BMI_RWB_1","6/15/06",0.64005872,0.67317922,0.65661897,33.850751,-117.7835252,-46,-0.0572,-0.0934,65,6.5,18.13045,-13,3.64775,67,4.3481,-0.0274,0,11,-0.0282,-0.0141,-9.5
"347","SMCR8_012","SMCR8_012_05312006_BMI_RWB_1","5/31/06",0.35944321,0.83424838,0.5968458,33.91909,-117.82201,-6,0,0.1116,-13,NA,NA,NA,1.8463,-70,0.7724,-0.5768,7,-18,-0.1258,0.2,-33
"348","SMCR8_019","SMCR8_019_06152006_BMI_RWB_1","6/15/06",0.67321659,0.61540873,0.64431266,33.92417,-117.59778,-16,0.06,0,-10,-4,0.1693,0,0.1,-8,-1.8723,-0.3045,0,-12,0.4,0.6208,1
"349","SMCR8_020","SMCR8_020_06162006_BMI_RWB_1","6/16/06",0.72423025,0.96380467,0.84401746,33.76698,-116.6902,0,0,0,0,NA,NA,NA,7e-04,0,2e-04,0,0,0,0,0,0
"350","SMCR8_025","SMCR8_025_06162007_BMI_RWB_1","6/16/07",0.78267257,1.09885362,0.9407631,34.1739,-116.9839,-2,0,0,-2,NA,NA,NA,0,-3,0,0,0,0,0,-0.0019,0
"351","SMCR8_028","SMCR8_028_06042006_BMI_RWB_1","6/4/06",0.43860735,0.59035425,0.5144808,34.2026,-117.44583,2,0.1,0.1,12,NA,NA,NA,0,12,0,-0.02,0,-2,0,0,2
"352","SMCR8_034","SMCR8_034_06222006_BMI_RWB_1","6/22/06",0.39320791,0.90972375,0.65146583,34.08909,-116.92669,0,0,0,0,NA,NA,NA,0.00525,0,0.2761,0,0,0,0,0,0
"353","SMCR8_035","SMCR8_035_06222006_BMI_RWB_1","6/22/06",1.00385632,1.02261307,1.0132347,34.08193,-116.89027,3,0,0,-12,NA,NA,NA,0,-12,0,0,0,0,0,0,0
"354","SMCR8_042","SMCR8_042_05312006_BMI_RWB_1","5/31/06",0.22448387,0.39479215,0.30963801,33.94623,-117.61423,175,-0.7524,-0.63255,-96.5,NA,NA,NA,175.4,-100,85.1474,-1e-04,116,-15,-1.19985,-1.2774,-118
"355","SMCR8_046","SMCR8_046_06052008_BMI_RWB_1","6/5/08",0.67015301,0.57858071,0.62436686,33.79096,-117.71949,0,-4e-04,-0.00055,0,NA,NA,NA,0.01195,0,0.028,0,0,0,0.0035,-4e-04,0
"356","SMCR8_048","SMCR8_048_05112008_BMI_RWB_1","5/11/08",0.3389655,0.34032794,0.33964672,33.71756,-117.78945,121,-0.2172,-0.20155,-104,NA,NA,NA,48.56445,-109,20.6858,-0.001,103,81,-0.1838,-0.22,11.5
"357","SMCR8_057","SMCR8_057_05182008_BMI_RWB_1","5/18/08",1.07986857,0.89963491,0.98975174,34.25033,-117.54376,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
"358","SMCR8_062","SMCR8_062_06232006_BMI_RWB_1","6/23/06",0.72949256,0.87322433,0.80135845,34.21257,-117.45844,2,0.1,0.1,12,NA,NA,NA,0,12,0,-0.02,0,-2,0,0,2
"359","SMCR8_069","SMCR8_069_06012007_BMI_RWB_1","6/1/07",1.15020346,1.09384452,1.12202399,34.2481,-117.51276,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
"360","SMCR8_070","SMCR8_070_06172006_BMI_RWB_1","6/17/06",0.65141167,0.81429965,0.73285566,33.77122,-116.7675,0,-7e-04,-0.0011,-1,0.5,0.0913,0,-0.00325,-1,-0.0028,0,0,-1,-0.00135,-0.0033,0
"361","SMCR8_074","SMCR8_074_06252008_BMI_RWB_1","6/25/08",0.70887591,0.77387405,0.74137498,34.08167,-116.8887,-1,0,0,-41,NA,NA,NA,0,-46,0,0,0,0,0,0,0
"362","SMCR8_080","SMCR8_080_06242008_BMI_RWB_1","6/24/08",1.05598357,1.00002614,1.02800485,34.1584,-116.88742,-15,0,0,-7,NA,NA,NA,0,-8,0,0,1,0,0,0,0
"363","SMCR8_105","SMCR8_105_06022007_BMI_RWB_1","6/2/07",0.96436591,0.82433817,0.89435204,34.25265,-117.4925,0,0,0.042,0,NA,NA,NA,-0.24355,0.5,4.5206,1e-04,-0.5,-0.5,0.12355,0.26365,0
"364","SMCR8_106","SMCR8_106_06162007_BMI_RWB_1","6/16/07",0.88469092,1.05368089,0.9691859,34.15508,-116.88528,-2,0,0,-7,NA,NA,NA,0,-8,0,0,1,0,0,0,0
"365","SMCR8_147","SMCR8_147_05192007_BMI_RWB_1","5/19/07",0.51029346,1.01070282,0.76049814,33.79427,-116.74714,0,0,0,-1,NA,NA,NA,0,-5,0,-5e-04,0,0,0,0,0
"366","SMCR8_151","SMCR8_151_06102007_BMI_RWB_1","6/10/07",0.65036397,0.62324929,0.63680663,33.98873,-117.39614,-42,0,2.98,-69,NA,NA,NA,653.5111,36,756.3764,-0.1416,-10,6.5,-1.4,5.711,-23
"367","SMCR8_155","SMCR8_155_06302008_BMI_RWB_1","6/30/08",1.01572178,0.85959193,0.93765686,33.80703,-116.77699,-1,0,0,-6,NA,NA,NA,0,-7,0,-0.0024,0,0,0,0,0
"368","SMCR8_160","SMCR8_160_06072006_BMI_RWB_1","6/7/06",0.71113,0.64189562,0.67651281,33.73134,-116.8102,-1,-0.0382,-0.003,0,8,11.3669,-0.5,-0.089,0,-0.0562,0,0,0,-0.05515,-0.05015,-1
"369","SMCR8_163","SMCR8_163_05192007_BMI_RWB_1","5/19/07",0.51023943,1.05868934,0.78446438,33.79478,-116.74829,0,0,0,0,NA,NA,NA,0,-2,0,0,0,0,0,0,0
"370","SMCR8_172","SMCR8_172_06162006_BMI_RWB_1","6/16/06",0,0.9616216,0.4808108,33.78651,-116.8323,-1,0,0,-4,NA,NA,NA,0,-8,0,0,0,0,0,0,0
"371","SMCR8_203","SMCR8_203_05292007_BMI_RWB_1","5/29/07",0.76318594,1.13844989,0.95081791,34.18658,-116.91801,-6,0,0,-2,NA,NA,NA,0,-3,0,-0.0856,0,-1,0,0,0
"372","SMCR8_218","SMCR8_218_06232009_BMI_RWB_1","6/23/09",0.43721671,0.77677169,0.6069942,33.80978,-116.7403,-2,-7e-04,-0.0068,0,-3.5,0.19095,0,-0.0153,0,-0.0057,0,0,0,-0.0013,-0.0026,-1
"373","SMCR8_219","SMCR8_219_07062009_BMI_RWB_1","7/6/09",0.67421868,1.21943978,0.94682923,34.11105,-116.99195,-1,0,0,0,NA,NA,NA,0,-1,0,-5e-04,0,0,0,0,0
"374","SMCR8_267","SMCR8_267_06272006_BMI_RWB_1","6/27/06",0.45002717,0.65959483,0.554811,33.67606,-116.67871,-1,-0.0035,-0.00135,0,0,-0.1656,0,-0.0056,0,-0.0288,0,0,0,-0.0039,-0.0058,0
"375","SMCR8_270","SMCR8_270_06302008_BMI_RWB_1","6/30/08",1.00541247,0.40702682,0.70621965,33.72944,-116.74809,2,0.1,0.1,11,NA,NA,NA,0,11.5,0,-0.02,0,-1.5,0,0,2
"376","SMCR8_272","SMCR8_272_06252008_BMI_RWB_1","6/25/08",0.69998073,0.75398841,0.72698457,34.08788,-116.91434,-2,0,0,0,NA,NA,NA,0,-1,0,0,0,0,0,0,0
"377","SMCR8_346","SMCR8_346_06022007_BMI_RWB_1","6/2/07",0.62551223,0.92608869,0.77580046,34.23613,-117.49604,-1,0.0063,-0.02105,0,NA,NA,NA,0.0041,0,-0.1346,0,0,0,0.0017,-1.14,-2
"378","SMCR8_351","SMCR8_351_06192008_BMI_RWB_1","6/19/08",0.33636642,0.62795729,0.48216186,33.97295,-117.51806,NA,NA,NA,83,NA,NA,NA,456.93065,NA,NA,NA,NA,NA,NA,NA,-3
"379","SMCR8_361","SMCR8_361_06102007_BMI_RWB_1","6/10/07",0.11204197,0.68341493,0.39772845,33.96825,-117.44789,NA,NA,NA,94,NA,NA,NA,-156.84145,NA,NA,NA,NA,NA,NA,NA,-16
"380","SMCR8_362","SMCR8_362_07172008_BMI_RWB_1","7/17/08",0.78042237,0.97282498,0.87662367,34.23904,-117.49896,0.5,-0.0027,0.0242,0,NA,NA,NA,0.2478,0,-0.2721,0,0,-1,0.0012,-0.0958,-1
"381","SMCR8_370","SMCR8_370_06172007_BMI_RWB_1","6/17/07",0.59386859,0.68864487,0.64125673,34.10015,-117.02393,-1,-0.005,-0.0028,-1,NA,NA,NA,-0.0075,-1,-0.0065,0,-1,-0.5,-0.0024,0.0365,0
"382","SMCR8_375","SMCR8_375_04192007_BMI_RWB_1","4/19/07",0.69602838,1.23246036,0.96424437,33.75657,-116.70164,-1,0,0,0,NA,NA,NA,0,-1,0,0,0,0,0,0,0
"383","SMCR8_419","SMCR8_419_04192007_BMI_RWB_1","4/19/07",0.56445899,1.02049186,0.79247542,33.74266,-116.71364,0,-0.0029,-0.0039,0,NA,NA,NA,0.1012,0,-0.0536,0,-1,-1,-0.0019,-0.0388,-1
"384","SMCR8_446","SMCR8_446_06092007_BMI_RWB_1","6/9/07",0.76467646,1.24893691,1.00680669,34.18543,-117.18567,-7,-0.0044,-0.0019,-2,NA,NA,NA,0.0437,-1,0.077,0,-1,-2,-0.0438,0.0068,-3
"385","SMCR8_453","SMCR8_453_04202007_BMI_RWB_1","4/20/07",0.57176397,0.48118297,0.52647347,33.73882,-116.82834,0,-0.0274,-0.0228,0,NA,NA,NA,1.08015,0,1.7698,0,0,0,-0.0242,-0.0256,0
"386","SMCR8_474","SMCR8_474_07052009_BMI_RWB_1","7/5/09",0.78298411,0.89565755,0.83932083,34.24826,-117.62775,-1,0,0,-7,NA,NA,NA,0,-8,0,0,1,0,0,0,0
"387","SMCR8_480","SMCR8_480_07082008_BMI_RWB_1","7/8/08",0.12914001,0.24667028,0.18790515,33.80402,-118.08385,15.5,0.3747,9.07735,37,NA,NA,NA,900.696,-57,504.5441,0,48,55,1e-04,5.9368,-47
"388","SMCR8_496","SMCR8_496_07012008_BMI_RWB_1","7/1/08",1.13613223,0.465791,0.80096161,33.68738,-116.68416,-2,0,0,0,NA,NA,NA,0,-1,0,0,0,0,0,0,0
"389","SMCR8_513","SMCR8_513_06222009_BMI_RWB_1","6/22/09",1.10162101,0.78805911,0.94484006,33.71777,-116.76274,NA,NA,NA,-0.5,NA,NA,NA,0.16985,-0.5,0.28775,1e-04,0,8.5,0.22535,-0.8676,-8.5
"390","SMCR8_528","SMCR8_528_05252008_BMI_RWB_1","5/25/08",0.51000921,0.62490668,0.56745794,33.87273,-117.71305,-4,0.1362,247.0727,70,NA,NA,NA,1310.89315,70,1109.5635,0.03195,-1,4.5,0.07185,266.7421,-6
"391","SMCR8_530","SMCR8_530_05292007_BMI_RWB_1","5/29/07",0.5622131,0.9526149,0.757414,34.17834,-116.90881,2,0.1,0.1,12,NA,NA,NA,0,12,0,-0.02,0,-2,0,0,2
"392","SMCR8_543","SMCR8_543_05192007_BMI_RWB_1","5/19/07",0.47978956,0.88012565,0.6799576,33.80281,-116.73208,-12,0,0,-38,NA,NA,NA,0,-38,0,-4e-04,0,0,0,0,0
"393","SMCR8_587","SMCR8_587_05182007_BMI_RWB_1","5/18/07",0.58024666,0.86558511,0.72291588,33.72206,-116.80423,0,0.02835,-0.0205,0,NA,NA,NA,3.8451,0,2.90175,0,0,0,0.0141,0.0704,0
"394","SMCR8_605","SMCR8_605_07012009_BMI_RWB_1","7/1/09",0.56482775,0.50553423,0.53518099,33.73776,-116.72825,-2,-0.00905,-0.0191,-1,NA,NA,NA,-0.0251,0,-0.1423,0,0,-5,-0.0029,0.0325,-2
"395","SMCR8_635","SMCR8_635_05202007_BMI_RWB_1","5/20/07",0.1529985,0.76483984,0.45891917,33.80349,-116.78271,-2,0,0,-2,NA,NA,NA,0,-6,0,-0.0562,0,0,0,0,0
"396","SMCR8_688","SMCR8_688_07012009_BMI_RWB_1","7/1/09",0.5795684,0.59621084,0.58788962,33.75289,-116.70609,0,-6e-04,-8e-04,0,NA,NA,NA,-0.0109,0,-0.0115,0,0,0,0,-0.0023,0
"397","SMCR8_713","SMCR8_713_06232006_BMI_RWB_1","6/23/06",0.65536081,1.1040236,0.8796922,34.24908,-117.63127,-1,0,0,-7,NA,NA,NA,0,-8,0,-0.0055,1,0,0,0,0
